epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,9379.73,0.72035,0.45269,1.11325,1,0.95667,0.99071,0.74704,1.02626,0.51558,1.45481,0.0001982,0.0001982,0.0001982
184,9430.5,0.72126,0.4472,1.1105,0.99705,0.92,0.99044,0.75359,1.00297,0.49061,1.43445,0.0001883,0.0001883,0.0001883
185,9481.3,0.68639,0.43505,1.09367,0.99884,0.92,0.98911,0.76287,1.00775,0.52326,1.44577,0.0001784,0.0001784,0.0001784
186,9532.14,0.69882,0.4399,1.10455,0.9986,0.92,0.99044,0.76591,1.02881,0.54384,1.49364,0.0001685,0.0001685,0.0001685
187,9582.89,0.68375,0.42468,1.07992,0.96071,0.97841,0.99192,0.7865,0.99926,0.49201,1.48804,0.0001586,0.0001586,0.0001586
188,9633.69,0.69084,0.43485,1.08118,0.95993,0.95839,0.97721,0.77887,1.01459,0.51213,1.50967,0.0001487,0.0001487,0.0001487
189,9684.44,0.68724,0.4371,1.08845,0.99726,0.92,0.98043,0.78469,0.9729,0.4822,1.40558,0.0001388,0.0001388,0.0001388
190,9735.22,0.7097,0.44514,1.10044,0.99657,0.92,0.98673,0.78362,1.00963,0.46754,1.46096,0.0001289,0.0001289,0.0001289
191,9804.93,0.54501,0.3449,0.99605,0.99566,0.92,0.98907,0.7613,1.01264,0.49364,1.44099,0.000119,0.000119,0.000119
192,9855.6,0.55649,0.34358,0.99258,0.99585,0.92,0.98673,0.77128,1.01908,0.4932,1.46687,0.0001091,0.0001091,0.0001091
193,9906.31,0.55707,0.34869,0.99566,0.99621,0.92,0.98566,0.76516,1.02102,0.48583,1.46306,9.92e-05,9.92e-05,9.92e-05
194,9957.01,0.54688,0.34293,0.99798,0.99676,0.92,0.99044,0.76301,1.0442,0.47785,1.45231,8.93e-05,8.93e-05,8.93e-05
195,10007.7,0.54481,0.34589,0.99215,0.99672,0.92,0.9837,0.77144,0.99757,0.4829,1.43439,7.94e-05,7.94e-05,7.94e-05
196,10058.4,0.54333,0.35039,0.99544,0.99661,0.92,0.98788,0.75872,1.01168,0.48396,1.45531,6.95e-05,6.95e-05,6.95e-05
197,10109.2,0.5505,0.34055,0.99205,0.99687,0.92,0.98788,0.77858,1.00989,0.46479,1.44734,5.96e-05,5.96e-05,5.96e-05
198,10159.8,0.53478,0.34196,0.9884,0.9968,0.92,0.98566,0.77554,0.99736,0.48091,1.43973,4.97e-05,4.97e-05,4.97e-05
199,10210.6,0.53055,0.33738,0.98027,0.99672,0.92,0.98673,0.7718,1.0003,0.49894,1.45906,3.98e-05,3.98e-05,3.98e-05
200,10261.3,0.5374,0.33962,0.96439,0.99666,0.92,0.98465,0.77409,1.00804,0.48429,1.46256,2.99e-05,2.99e-05,2.99e-05
