epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3130.8,0.65018,0.36968,1.00068,0.95167,0.90425,0.95884,0.71521,1.13621,0.54938,1.50955,7.42917e-05,7.42917e-05,7.42917e-05
183,3326.65,0.64922,0.37059,1.00564,0.95329,0.90257,0.95813,0.71494,1.1332,0.54932,1.51027,7.07574e-05,7.07574e-05,7.07574e-05
184,3519.17,0.64654,0.3675,0.9976,0.95953,0.90101,0.95868,0.71377,1.13724,0.54559,1.51168,6.72231e-05,6.72231e-05,6.72231e-05
185,3662.63,0.64196,0.36376,1.00584,0.95541,0.90206,0.95796,0.71423,1.13467,0.544,1.51369,6.36888e-05,6.36888e-05,6.36888e-05
186,3805.36,0.64722,0.36965,1.00041,0.95654,0.90027,0.95658,0.71241,1.13636,0.54672,1.51584,6.01545e-05,6.01545e-05,6.01545e-05
187,3947.73,0.64261,0.36471,1.00102,0.95719,0.90299,0.95929,0.71374,1.13417,0.54364,1.51324,5.66202e-05,5.66202e-05,5.66202e-05
188,4090.23,0.6335,0.36085,0.99387,0.96022,0.89703,0.9583,0.7144,1.13198,0.54596,1.5125,5.30859e-05,5.30859e-05,5.30859e-05
189,4232.99,0.63752,0.36736,0.99744,0.95537,0.89884,0.95735,0.71743,1.12661,0.54551,1.50977,4.95516e-05,4.95516e-05,4.95516e-05
190,4375.3,0.63089,0.36133,0.99532,0.95329,0.89883,0.95765,0.71673,1.12957,0.54766,1.51332,4.60173e-05,4.60173e-05,4.60173e-05
191,4518.55,0.63197,0.36159,0.99383,0.95752,0.89953,0.95781,0.71535,1.12864,0.54574,1.51288,4.2483e-05,4.2483e-05,4.2483e-05
192,4661,0.62757,0.3595,0.99253,0.95367,0.90519,0.95798,0.71818,1.12692,0.54639,1.50965,3.89487e-05,3.89487e-05,3.89487e-05
193,4803.45,0.63049,0.365,1.00095,0.95158,0.9058,0.95916,0.7163,1.12666,0.54733,1.51012,3.54144e-05,3.54144e-05,3.54144e-05
194,4945.84,0.62469,0.35998,0.98957,0.94985,0.90784,0.9575,0.71559,1.1306,0.5487,1.51607,3.18801e-05,3.18801e-05,3.18801e-05
195,5088.17,0.62232,0.35668,0.99181,0.95232,0.90786,0.95841,0.71674,1.1294,0.54799,1.51613,2.83458e-05,2.83458e-05,2.83458e-05
196,5230.55,0.62268,0.36013,0.99012,0.94875,0.90908,0.95668,0.71592,1.12768,0.54781,1.51455,2.48115e-05,2.48115e-05,2.48115e-05
197,5373.01,0.61959,0.35456,0.98688,0.95306,0.90679,0.95764,0.71637,1.12825,0.54704,1.51334,2.12772e-05,2.12772e-05,2.12772e-05
198,5516.66,0.61681,0.35408,0.9896,0.95245,0.90659,0.95832,0.71638,1.12781,0.54613,1.51478,1.77429e-05,1.77429e-05,1.77429e-05
199,5659.71,0.62096,0.35737,0.9872,0.95144,0.9066,0.9578,0.71578,1.12754,0.54639,1.51538,1.42086e-05,1.42086e-05,1.42086e-05
200,5802.99,0.6217,0.35866,0.98828,0.95106,0.90659,0.95788,0.71592,1.12775,0.54646,1.51584,1.06743e-05,1.06743e-05,1.06743e-05
